time,material_flow,entry_temp,entry_moisture,steam_valve,water_addition,env_temp,env_humidity,out_temp,out_moisture
0,4482.475203542864,30.0197666907023,12.068982072451528,50.0,20.0,24.893156177047224,60.61099923046035,68.27929124077822,11.57306350840064
2,4499.335345296943,30.04584004303837,12.031946991441867,50.0,20.0,24.973669491919466,60.21337322057331,59.29002883301982,18.349652050667963
4,4495.240265987124,30.05970956923507,12.054968456532304,50.0,20.0,25.253449133055092,59.67260287058327,62.840171352163466,19.20729770902235
6,4501.653782268153,30.075910699114903,11.980432638616728,50.0,20.0,25.10634323024847,59.3600755161022,22.466348058419186,5.196906813023604
8,4516.35310300511,30.10630907123408,11.972338678392015,50.0,20.0,24.87524436918656,59.36768191957572,50.74294925863232,19.686644430479255
10,4493.229385811668,29.858825525044313,11.994253357792203,50.0,20.0,24.686307555564,60.03474279996473,73.66213467518038,13.690322931014007
12,4499.033057677024,30.02633472412526,11.952709787896216,50.0,20.0,24.881554330219757,59.20448200910987,59.33932556371445,12.056877514196913
14,4501.1430795913775,30.00415699581329,11.918412439621143,50.0,20.0,24.639768466019202,60.76958426790928,34.158055622987355,17.690801371654597
16,4508.012610082065,30.128473662967416,11.977278015003451,50.0,20.0,24.824300738484574,60.189054659698414,42.020743025910036,11.092646021416511
18,4513.17072454257,29.829338408305656,12.128135015871187,50.0,20.0,25.16155476432312,60.34011374299141,54.75607972721084,18.619650691052055
20,4486.267371633026,29.98673234067491,12.026400310740257,50.0,20.0,24.885536773566276,59.8646387433419,40.437709500360064,7.661186491273467
22,4510.123047115099,30.013855997509918,11.986426992440535,50.0,20.0,24.93790860429619,59.72993607443273,47.89087592828653,6.528386472844052
24,4519.1822071241395,30.023208668175418,12.051858950370407,50.0,20.0,25.258969534683057,59.919021452860335,31.8850922897542,19.68906946254091
26,4490.219279999522,30.188933024711826,11.993579541393794,50.0,20.0,24.5105239064023,60.183753657256574,59.063544833534635,19.024498108098236
28,4486.246889921911,29.90611035701049,11.949818427057401,50.0,20.0,24.987369595018144,59.89335507635675,53.50496639449299,9.14257016294169
30,4487.163025208114,30.083148615100466,11.900293679843177,50.0,20.0,24.90825257143755,60.43207626183661,59.268050222235416,5.839659003108176
32,4493.172800526844,29.790724817970272,11.899254932801338,50.0,20.0,25.173533292436602,59.26980763207091,76.47527424379271,9.88503887673862
34,4518.940315551872,30.185704622894477,11.968671728114037,50.0,20.0,25.096736598277293,60.3026032742962,22.094478083859144,8.369305725259952
36,4508.1176684523825,30.115295704874168,11.962454767390156,50.0,20.0,25.288994574983608,59.46558403561199,52.46405257429353,11.08102390734236
38,4524.3005957665255,30.026143567667894,11.88506352650782,50.0,20.0,24.85219576776869,59.372153516664355,38.77092418291561,19.148144619964004
40,4497.9613141029195,29.97415730939646,12.033169862791487,50.0,20.0,25.225673638407155,60.38472496482471,51.62686498238713,19.99453200205792
42,4496.212621083319,29.923338870440734,12.07534892799117,50.0,20.0,24.823731399167823,60.47507928019243,75.16640482537679,7.75535179567821
44,4497.907216003051,29.95849679602225,11.977816211563548,50.0,20.0,25.18284426144752,59.24522493327132,62.365256195709904,14.156553532697185
46,4503.260287880698,30.00055627333528,11.98384658496596,50.0,20.0,24.67892316825405,60.81046657970407,50.975132853468594,10.547873774005087
