time,material_flow,entry_temp,entry_moisture,steam_valve,water_addition,env_temp,env_humidity,out_temp,out_moisture
0,4503.019645705954,30.073288934597503,11.999662676670676,50.0,20.0,25.367231011103293,59.34264557684428,47.43193974608367,7.09995883174197
2,4510.901748232659,30.09518571170337,11.977478726543687,50.0,20.0,25.328285582785885,60.232862468199755,63.52346999662909,15.640004941985516
4,4482.7090930611785,29.961744392758156,12.044202443975838,50.0,20.0,24.873948798209963,60.49049612641083,40.68034005040968,5.164362032405122
6,4494.185480316814,29.823338208899518,12.033819855729316,50.0,20.0,24.65543149123054,59.985769641223484,27.45768426778212,7.52820655614881
8,4475.361511679178,30.06561894841724,12.043579793083273,50.0,20.0,24.74154960733588,60.20290084143772,29.305230200395446,13.57063064996449
10,4508.119651597345,30.073671513917265,11.96347380408317,50.0,20.0,24.979980227855567,59.79734981132942,75.55106836319636,19.03779373087543
12,4494.116740587142,29.983696077172,11.989734585328305,50.0,20.0,24.938530660447768,60.013970789359114,64.61395128337725,11.924232882742121
14,4481.8554739923775,29.973171604349456,12.032790255297918,50.0,20.0,24.640225754277857,60.727384359307514,22.36428994086259,15.16881474285863
16,4512.0289006612165,29.932119295019007,11.976500946112987,50.0,20.0,25.18309118689323,59.31354371873225,77.82030508518989,14.253096898782562
18,4499.5960974006475,29.95929999879488,12.026360220024616,50.0,20.0,24.675967412401054,59.60784883891108,22.304873220722783,9.388349317256317
20,4519.408591355099,29.9316831185638,11.9876015994051,50.0,20.0,25.005313252531636,60.219286466546905,34.97075557405577,5.587093873488928
22,4497.149373110437,30.05287311394195,11.95866217527853,50.0,20.0,24.94115772527934,60.812178093434134,78.42989737993051,6.570044849387671
24,4484.414017334286,30.055061234097543,12.045401799355995,50.0,20.0,24.89233893171296,59.59520458246402,68.11813542687814,12.948599283191182
26,4488.60751977157,29.927023536715428,11.954337137059618,50.0,20.0,25.06939132217589,60.374195241857585,36.772411951169204,12.772280090922969
28,4491.853754010915,30.042121387200456,11.996225953887365,50.0,20.0,24.589591091149757,59.36682542964703,77.70888723707412,14.645218074451657
