time,material_flow,entry_temp,entry_moisture,steam_valve,water_addition,env_temp,env_humidity,out_temp,out_moisture
0,4493.6462608984675,29.90574443678007,12.039811726239412,50.0,20.0,25.164200317939887,59.99368413064251,34.37614705370327,7.3504403949631385
2,4501.577246708336,30.129172484313866,11.96648660669415,50.0,20.0,25.132569373807453,60.30813364484164,23.39300669142762,8.7049154309
4,4495.474236575137,30.083366982002477,11.920808167100844,50.0,20.0,25.528610707542605,60.0157844819145,46.07706666204595,7.780719094110946
6,4481.42518630966,30.138154155572668,11.994820801161838,50.0,20.0,25.042123877245242,59.56212118084402,26.458295436248342,10.307413917830639
8,4509.8497488805615,29.92746923447022,11.996564327093843,50.0,20.0,25.0211474513067,59.82965500783208,46.14979148537501,19.6777114736677
10,4511.363123457961,29.908600175897448,11.925703375742126,50.0,20.0,25.269030097347077,60.074563276085925,52.68049823389886,16.374644017085565
12,4483.7824158031,30.02804663338369,12.029730264470706,50.0,20.0,24.866734898482264,59.6673938152178,45.84825077022208,15.58936713063253
14,4505.884341593499,29.946812658708517,11.863591848830232,50.0,20.0,24.95353696735546,59.79058991887991,30.555597973309105,13.910327153244124
16,4492.9931438178955,29.879455533441092,12.011906319291693,50.0,20.0,24.887827540588557,60.24093625628111,35.87311916703667,18.889588477974826
18,4486.2660160828245,30.183007774542016,11.892789941461446,50.0,20.0,24.979506663613705,59.01107089240863,30.913655293875173,11.964121027136347
20,4498.950411163353,29.847820866364035,12.071172398901181,50.0,20.0,24.90541504545941,59.710537333887764,61.211525787327744,17.827163229957236
22,4502.4772839858315,30.09473834674142,11.969990294106092,50.0,20.0,24.9151432901482,60.40989842359656,62.0886693053221,7.309829939475506
24,4506.199015104131,30.054860770580138,11.965339541582967,50.0,20.0,25.11274396648565,60.24338255638138,54.96970017283547,18.22228104200616
26,4518.064425995179,30.00142319507001,12.007836401489573,50.0,20.0,24.669376460765843,60.097402955508436,62.57052077029571,8.225125213130523
28,4522.154759939528,29.971501796120034,11.97334354314683,50.0,20.0,25.359549115389935,60.36014112785187,65.39505326055402,11.658487442621745
30,4505.454357583901,30.094392585136386,12.044867824054588,50.0,20.0,25.069873443281935,60.808959461565124,76.25053995744388,14.594180738796771
32,4501.6009809448005,29.973425328050908,12.03330500423323,50.0,20.0,24.91731232690905,59.74408668510304,44.314353626744065,7.1557272582576745
34,4497.582148325631,29.860778468634965,12.019458895067451,50.0,20.0,25.11732940130629,60.02995022130047,64.73393554311426,17.007194872046888
36,4497.618432022615,30.036701472267,11.941809953547256,50.0,20.0,25.00186551711861,60.631156661223976,42.92226768829967,15.616749452739771
38,4491.061426043493,29.965740099487622,12.033861283956098,50.0,20.0,25.071346549744383,59.4381597392832,56.15929580203202,9.376028643293719
40,4510.9589825856765,29.88960660704428,11.988698481654405,50.0,20.0,25.042928739946632,60.5581085851125,22.039595837505985,17.3320437524648
42,4508.147529399153,29.931464305127495,12.009485664762325,50.0,20.0,25.023323671082096,60.11110178058449,61.176279173198054,6.713683330458277
44,4509.095475615867,30.00151969773065,11.987542714968638,50.0,20.0,24.84214669994581,60.0376944099967,45.904275392741866,5.8354460445528895
46,4506.758400603269,30.129274676844748,12.06657401408696,50.0,20.0,25.291764111687122,60.58359895078087,78.92000834590584,13.451257934396562
48,4508.767905018102,30.169644435162326,11.974430689752502,50.0,20.0,24.85947721146875,60.45762726212522,61.86065454200113,13.839917413138348
50,4507.570323884055,29.952581806979257,11.932227858478647,50.0,20.0,24.925623004263407,60.15424078156439,72.35837646443531,18.589792802723778
52,4527.722410114409,30.158771532256292,11.939335946127358,50.0,20.0,24.732371777544678,59.74679136037247,74.08570236136221,12.67760219611962
54,4507.6377927903795,29.932032552248558,11.914776735571802,50.0,20.0,24.99892122170136,60.94508338993746,26.113889602027903,7.061287403536101
56,4505.350104521138,30.114442348366133,11.995662986719418,50.0,20.0,24.85836872736537,60.39970630440798,70.915475882892,14.282571513871977
58,4498.151612853268,30.121064534038382,12.025563270443206,50.0,20.0,25.098704999115967,60.34927322279022,55.92336095257078,10.334600928676412
60,4523.832664442137,29.996004278627055,11.946228039901257,50.0,20.0,24.814286699648207,59.21377779942668,38.770978053685084,8.097348382867338
62,4493.754657432385,29.757222862808042,11.94175340682784,50.0,20.0,24.826734923842192,60.07678304823142,49.162096880144546,12.825204843784526
64,4489.595394597365,30.202435381135132,12.03473102801816,50.0,20.0,24.869572525684912,60.02004261381512,68.70041171933232,14.493036650700201
66,4511.419646785566,30.055390314325315,11.99161355063011,50.0,20.0,25.737989596980974,59.93457504029459,51.83069788176581,15.144252587399853
68,4478.6595486786655,30.038320942351124,11.982370404570784,50.0,20.0,24.997416653277114,60.05442132924813,26.170911226301488,10.584563653316442
70,4514.585847371631,29.90343444003186,12.021838021920951,50.0,20.0,25.1211731600733,59.95743003059899,43.49236778817568,7.0948241309903235
72,4509.633942695257,29.925326101925826,12.008826435417816,50.0,20.0,25.112115025403565,60.35101951563613,66.87712296560358,11.507359994814697
74,4506.419257241722,29.875204370317167,12.037896580349413,50.0,20.0,24.932678787834014,59.87008901004305,35.033909579421426,6.275937072040749
76,4505.927711851388,30.03850159759967,11.974649871521962,50.0,20.0,24.584203561769975,59.314647232113984,36.56255203435162,9.960710671289723
78,4492.240025176232,29.961218527375223,12.045299535123396,50.0,20.0,24.61480744635703,60.64321427986574,45.81459078846279,11.828284689659288
80,4501.772720396085,29.90816915072878,12.040662566945032,50.0,20.0,25.210033938622388,60.11436177395984,22.006633049696536,18.14259263493912
82,4484.497313500384,30.04623715564932,11.934170883510314,50.0,20.0,24.93115085810016,59.54730647927847,53.83524548372823,16.842472838196997
84,4496.481824732083,30.041443592214648,12.106790698903332,50.0,20.0,24.820756741058887,61.47770592409843,47.31344479443288,11.182392718261763
86,4492.572741351935,29.922312769974166,12.024434931457929,50.0,20.0,25.29341006430488,59.98410978929824,70.31514435306023,14.901641562325507
88,4511.673726166375,29.887476636881033,11.962361437570307,50.0,20.0,24.904098512041426,60.33514625462995,27.44858512212675,5.252766919183846
90,4506.476630884944,29.93738902929851,12.081277560003215,50.0,20.0,24.764591902056715,60.43192589827637,25.878646615657622,14.240244607123557
92,4490.623700851185,30.047521315152125,11.980674952710606,50.0,20.0,25.09053165795495,59.88477275005686,20.342838470072707,13.420214695023839
94,4504.021192094831,30.040947790907598,11.875017052985335,50.0,20.0,24.77414422038171,59.841148428984674,24.555999638994425,19.307806902588737
96,4491.804141733042,29.943544935901752,12.011848477893533,50.0,20.0,24.93977680377247,60.02634212615499,65.46373540489216,14.21235753998595
98,4501.591814123413,29.943342486888156,12.020817902003959,50.0,20.0,24.524679447128474,61.24792586186147,38.73901924114891,11.490159439795399
100,4532.292875240712,29.97445157188111,12.006079642709091,50.0,20.0,25.098523020451434,59.54326088445463,57.54770068394015,17.155890168618416
102,4492.0079780420965,29.93473743913405,11.907044994031324,50.0,20.0,24.857624252389627,59.87979211864928,40.29874954375727,7.275395150934518
104,4503.512147940347,30.005511576195094,12.000665987083671,50.0,20.0,25.315799538430575,59.42776554086312,24.06954872184594,6.119929251179894
106,4495.393491075789,30.13052355764168,12.011280152840586,50.0,20.0,25.082060028729014,60.017594000732906,30.943288004191118,7.144671417822819
108,4502.551591928374,29.960827932545246,12.030155234254257,50.0,20.0,25.158340674695832,59.570891989167514,67.3551976257069,6.458163365414789
110,4504.345723440635,29.96511065144925,12.00898343012063,50.0,20.0,25.037776847104432,58.621595273407735,22.04940928198152,9.0785667774053
112,4502.1272794266015,29.862669710633135,12.034701713162109,50.0,20.0,24.815067950182883,60.688118265246075,25.907641821813577,17.209159081613578
