time,material_flow,entry_temp,entry_moisture,steam_valve,water_addition,env_temp,env_humidity,out_temp,out_moisture
0,4500.2842193605975,29.83127888987525,12.047965748424595,50.0,20.0,25.1204109968538,60.64004182205666,72.29287604074463,11.296106948862107
2,4504.322352558763,29.925900327837635,11.968951171850232,50.0,20.0,25.216510196814994,59.43893264437091,23.777144815752585,8.337433186431657
4,4496.324431921241,29.922897841645092,12.044123125668273,50.0,20.0,24.81197911582682,60.63073846987237,47.97767265453126,10.774277210300228
6,4518.726749801731,30.01741305699263,11.995891139492363,50.0,20.0,24.81589270404973,60.875431082164624,54.222772819246934,11.640897603702534
8,4523.972363105182,30.01883154439647,11.935067218079496,50.0,20.0,24.78893787856063,60.18965186332139,36.351039373240454,11.93175986184756
10,4493.601628790259,30.01574541663256,11.935814121982459,50.0,20.0,25.08048438140186,59.96147559877266,65.12104759292924,9.499038447753792
12,4489.396898480331,29.87625191607097,11.899583305528708,50.0,20.0,24.915284696825413,59.424237629787235,67.51230174569717,14.699452653185888
14,4514.113045762987,29.937550019833395,12.125158728626234,50.0,20.0,24.93813391126597,59.66569363791297,23.6471280268237,10.715973426214397
16,4491.483703648584,30.023185029557485,12.090128708572653,50.0,20.0,25.241964665693654,58.8764974009671,35.21749716895532,6.391632318967082
18,4505.7548871737545,29.87253945446557,11.952800107729736,50.0,20.0,25.195424550169932,60.505671833363394,69.47627112911755,8.15294904029698
20,4489.616192962941,30.025771060893266,12.08229630932632,50.0,20.0,25.08824641746645,59.71668242017721,23.003134092035065,5.931006074114087
22,4494.750839632168,30.063861912369223,12.066365999843894,50.0,20.0,25.02965354788129,60.00260476703275,74.71995333889603,16.903798851597596
24,4496.145744677333,30.13103837691402,12.06640525110188,50.0,20.0,24.85445401320429,60.08916528834192,57.79148347029418,11.659524202186537
26,4496.189202038178,30.05271738855392,11.981352371542888,50.0,20.0,24.973965263444505,60.16542189678445,46.69100656499222,11.68564438916229
28,4480.330681548809,30.0891949372014,11.925051378256217,50.0,20.0,24.884701373417037,60.648468492332526,50.973486668553065,19.347666528233304
30,4499.335779890343,29.950429681301287,12.033434990810745,50.0,20.0,24.718864292887496,60.20104176321624,49.569142655631076,8.5700978693827
32,4499.230554485765,30.151780730255023,11.934838095785905,50.0,20.0,25.073398913425557,59.780831312834906,52.38096740529446,17.421888285196253
34,4498.986528334128,29.957040257191586,11.986593286817966,50.0,20.0,24.88593233286719,60.544872067392625,70.51447391013997,15.684037415099677
36,4493.2475873661715,29.79909347956756,12.015762442343608,50.0,20.0,25.005092647115333,60.050491956066516,78.16806593971248,10.917729606634568
38,4488.885781916271,30.172892343937892,11.883111395711621,50.0,20.0,25.124869414210483,59.47216587440403,46.038110995365415,17.677747646664002
40,4504.127073470918,29.95578681783685,11.958499462504003,50.0,20.0,24.948777236762947,60.7321874240506,51.30470339303229,10.689578701181613
42,4520.866738912451,29.947794285414805,12.037321127450845,50.0,20.0,25.130513133345815,59.50975992004665,33.70047156248242,7.81222983029008
44,4489.340405189025,29.898077643086182,12.040508327717937,50.0,20.0,24.659666303521522,60.91957405630481,33.092959806108254,6.123868115054959
46,4498.486718158402,29.986031436209103,11.983884401355342,50.0,20.0,24.912964978648017,59.664752663501154,30.603317606717884,7.363518596148089
48,4499.019409858448,30.026119834974054,11.97420011662913,50.0,20.0,25.18371253275414,59.537277365542245,52.9171805157446,6.89261644179816
50,4490.0304873577625,30.12547497242963,12.029114530465007,50.0,20.0,25.076331942429558,60.50026883718975,36.32201307502517,19.680357742518403
52,4496.317810927472,30.155947243167944,12.022299240354478,50.0,20.0,25.188466255121867,59.914398072955045,29.163614121244894,18.249122723775713
54,4505.464969617312,29.971694701806356,12.039828729821663,50.0,20.0,24.858082952545523,59.70923621095446,60.69809398470006,11.728619912373166
56,4498.877396301563,29.978092248987974,12.059954379107605,50.0,20.0,24.935404243072103,59.931587409889765,50.44465914205213,14.312011242021589
58,4513.93623520827,30.04954524496866,12.043355967251617,50.0,20.0,25.060901542718565,60.392551881558504,21.913728278973977,10.35329759304755
60,4511.913178807902,30.05597476758155,11.998248056538037,50.0,20.0,25.223395391015245,59.76132114765546,37.70407986416871,7.325504371353395
62,4490.407145640154,30.259011101731772,11.951700723886814,50.0,20.0,25.07626111429153,60.24962897674584,33.24205110566889,17.106143876222905
64,4505.933324349816,30.103899286177874,11.907397045014061,50.0,20.0,24.752635278915246,60.6982013260935,50.85495542879211,6.09845123921307
66,4496.610098697373,30.083764744674394,11.95085940965083,50.0,20.0,25.141514400145073,60.444558110811165,20.155684153393654,6.945003933231071
68,4497.381921061245,29.933677343346673,12.03720189147144,50.0,20.0,25.075346729524604,59.992273589914795,34.96799400736849,18.931555574710366
70,4509.331655246737,29.92142043272085,12.10497037263891,50.0,20.0,25.05266540034126,60.178552595535834,47.83958313786772,10.316653646217949
72,4496.9653217062205,29.91383928433905,11.946602515743013,50.0,20.0,24.92567051496091,60.08356969258838,71.87550106265587,13.025328802824207
74,4509.34947306174,30.024376438836445,12.029758748411972,50.0,20.0,25.175521901667324,60.14607296047157,58.6977599784778,13.562742687760872
76,4495.586450699465,30.1048605429887,12.035196689483579,50.0,20.0,24.839028756724613,60.520396206400214,45.14016949064818,11.802294695937665
78,4508.280124160654,29.819333341295696,12.008752009882398,50.0,20.0,24.92964023203385,59.273208584321935,60.26275946781676,13.079160412854648
80,4507.868547642243,30.09595424290947,12.020627914791843,50.0,20.0,24.942208100427806,59.750557444370344,43.40470220155583,19.92319789155822
82,4489.917040050661,29.830673591335984,11.962405398086657,50.0,20.0,24.998280708182648,59.74551021299773,25.384025376019846,6.130909287418413
84,4520.976597734642,29.96268078753529,12.008743559346499,50.0,20.0,25.154983188039818,59.128384410054274,68.90363316535453,16.833482281185848
86,4486.047982172721,29.899751940781172,12.010459292373037,50.0,20.0,25.118676468612097,59.20904645680492,50.956394889368426,5.69289822570117
88,4499.259492862588,29.889942765939846,11.967540812385925,50.0,20.0,25.001067744663494,60.113392451830826,69.48290884090324,7.639928453924082
90,4494.775252712625,30.16975068696005,12.086592599974326,50.0,20.0,25.183367588609826,60.55922940850261,31.622678222887277,10.873877001693764
92,4502.077874440252,30.012997580219835,11.967255129594001,50.0,20.0,25.292928520616112,59.10438595237857,51.33576012690689,9.616637861362099
94,4491.061177043663,29.925801209695884,12.078439029952708,50.0,20.0,25.07827481824049,60.49729618085974,58.774771021999385,16.814957996980013
96,4512.100365539967,29.973541343321543,11.993909113173983,50.0,20.0,24.856212132237776,60.21259579033731,71.47320352967185,12.221953271277883
98,4496.178783340622,30.044741320284388,11.987730203845171,50.0,20.0,24.864248236121945,60.569079459994406,68.93872821579964,12.617469140578837
100,4491.753888718066,30.096462150829506,12.001728685916364,50.0,20.0,24.62342051014755,60.65883343112675,23.513906148373543,14.135616499618738
102,4506.123704799491,30.078381353581815,11.973716206395848,50.0,20.0,25.015705943209767,59.59414793230821,42.50947479667739,17.280288380785745
